nodedata.npmPackageName,nodedata.size,nodedata.sizeindexed,nodedata.sizeunindexed,nodedata.created_at,nodedata.updated_at,nodedata.stargazers_count,nodedata.subscribers_count,nodedata.watchers_count,nodedata.nointerests,nodedata.age,nodedata.lastupdateyears,nodedata.lastupdatemonths,nodedata.lastupdatedays,nodedata.nocontributors,nodedata.noissues,nodedata.npmaudit.metadata.vulnerabilities.info,nodedata.npmaudit.metadata.vulnerabilities.low,nodedata.npmaudit.metadata.vulnerabilities.moderate,nodedata.npmaudit.metadata.vulnerabilities.high,nodedata.npmaudit.metadata.vulnerabilities.critical,nodedata.npmaudit.metadata.vulnerabilities.total,nodedata.npmaudit.metadata.dependencies.prod,nodedata.npmaudit.metadata.dependencies.dev,nodedata.npmaudit.metadata.optional,nodedata.npmaudit.metadata.peer,nodedata.npmaudit.metadata.peerOptional,nodedata.npmaudit.metadata.total,id,name,ownericon,owner,datalocalisation,age,lastupdateyears,lastupdatemonths,lastupdatedays,nocontributors,noissues,nointerests,license,size,sizeindexed,sizeunindexed,nodevdependencies,noproddependencies,nopeerdependencies,nodependencies,noversions,nomaintainers,latestversion,centrality,indegree,outdegree,gcom,bcom,ucom,xcom,ycom,rcom,ecom,ncom,vul.info,vul.low,vul.moderate,vul.high,vul.critical
prettier,,,,2016-11-29T17:13:37Z,2024-10-23T15:27:36Z,49309,420,49309,99038,7.9,0.0,0,0.03,432,1395,,,,,,,,,,,,,brick-boilerplate,brick-boilerplate,https://avatars.githubusercontent.com/u/131524?v=4,Mozilla,United States(California),10.46,0.03,0,12.1,1,3,16,ISC,38289313.0,7091.0,2336.0,15,0,0,15,1,1,0.0.0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,3,7,44,14
prettier,,,,2016-11-29T17:13:37Z,2024-10-23T15:27:36Z,49309,420,49309,99038,7.9,0.0,0,0.03,432,1395,,,,,,,,,,,,,karma,karma,https://avatars.githubusercontent.com/u/3284117?v=4,karma-runner,unknown,13.04,0.01,0,2.47,340,379,24233,MIT,396432213.0,16410.0,3625.0,39,24,0,63,213,5,6.4.4,4,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2850.0,0,5,21,31,7
prettier,,,,2016-11-29T17:13:37Z,2024-10-23T15:27:36Z,49309,420,49309,99038,7.9,0.0,0,0.03,432,1395,,,,,,,,,,,,,karma-mocha,karma-mocha,https://avatars.githubusercontent.com/u/3284117?v=4,karma-runner,unknown,11.66,0.44,5,158.92,34,86,768,MIT,70595576.0,15141.0,3734.0,29,1,0,30,23,5,2.0.1,4,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0,4,27,80,17
prettier,,,,2016-11-29T17:13:37Z,2024-10-23T15:27:36Z,49309,420,49309,99038,7.9,0.0,0,0.03,432,1395,,,,,,,,,,,,,mock-fs,mock-fs,https://avatars.githubusercontent.com/u/41094?v=4,tschaub,unknown,10.96,0.03,0,10.85,38,67,1823,MIT,35342078.0,4192.0,1101.0,6,0,0,6,85,1,5.4.0,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.0,0,0,0,0,0
prettier,,,,2016-11-29T17:13:37Z,2024-10-23T15:27:36Z,49309,420,49309,99038,7.9,0.0,0,0.03,432,1395,,,,,,,,,,,,,eslint-config-tschaub,eslint-config-tschaub,https://avatars.githubusercontent.com/u/41094?v=4,tschaub,unknown,9.34,2.7,32,986.02,3,0,3,MIT,32631142.0,3597.0,839.0,6,6,0,12,22,1,14.1.2,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0,0,1,2,0
prettier,,,,2016-11-29T17:13:37Z,2024-10-23T15:27:36Z,49309,420,49309,99038,7.9,0.0,0,0.03,432,1395,,,,,,,,,,,,,eslint-config-prettier,eslint-config-prettier,https://avatars.githubusercontent.com/u/25822731?v=4,prettier,unknown,7.74,0.0,0,0.1,34,12,10943,MIT,115858400.0,12841.0,3112.0,25,0,0,25,72,3,9.1.0,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,0,0,1,1,0
prettier,,,,2016-11-29T17:13:37Z,2024-10-23T15:27:36Z,49309,420,49309,99038,7.9,0.0,0,0.03,432,1395,,,,,,,,,,,,,eslint-plugin-flowtype,eslint-plugin-flowtype,https://avatars.githubusercontent.com/u/973543?v=4,gajus,United Kingdom,8.7,0.01,0,2.28,70,40,2164,BSD-3-Clause,164566156.0,28293.0,5501.0,21,2,0,23,185,1,8.0.3,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0,0,0,15,15,4
prettier,,,,2016-11-29T17:13:37Z,2024-10-23T15:27:36Z,49309,420,49309,99038,7.9,0.0,0,0.03,432,1395,,,,,,,,,,,,,rimraf,rimraf,https://avatars.githubusercontent.com/u/9287?v=4,isaacs,United States(California),13.72,0.0,0,0.96,31,10,11335,ISC,73022586.0,7616.0,2770.0,6,2,0,8,82,1,6.0.1,4,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,0,0,0,0,0
prettier,,,,2016-11-29T17:13:37Z,2024-10-23T15:27:36Z,49309,420,49309,99038,7.9,0.0,0,0.03,432,1395,,,,,,,,,,,,,prettier,prettier,https://avatars.githubusercontent.com/u/25822731?v=4,prettier,unknown,7.9,0.0,0,0.03,432,1395,99038,MIT,,,,0,0,0,0,164,11,3.3.3,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6173.0,0,0,0,0,0
prop-types,39494362.0,9519.0,1580.0,2017-04-08T00:50:30Z,2024-10-22T11:25:50Z,4484,53,4484,9021,7.55,0.0,0,1.2,46,60,0.0,1.0,20.0,13.0,11.0,45.0,5.0,563.0,,,,,brick-boilerplate,brick-boilerplate,https://avatars.githubusercontent.com/u/131524?v=4,Mozilla,United States(California),10.46,0.03,0,12.1,1,3,16,ISC,38289313.0,7091.0,2336.0,15,0,0,15,1,1,0.0.0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,3,7,44,14
prop-types,39494362.0,9519.0,1580.0,2017-04-08T00:50:30Z,2024-10-22T11:25:50Z,4484,53,4484,9021,7.55,0.0,0,1.2,46,60,0.0,1.0,20.0,13.0,11.0,45.0,5.0,563.0,,,,,karma,karma,https://avatars.githubusercontent.com/u/3284117?v=4,karma-runner,unknown,13.04,0.01,0,2.47,340,379,24233,MIT,396432213.0,16410.0,3625.0,39,24,0,63,213,5,6.4.4,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2850.0,0,5,21,31,7
prop-types,39494362.0,9519.0,1580.0,2017-04-08T00:50:30Z,2024-10-22T11:25:50Z,4484,53,4484,9021,7.55,0.0,0,1.2,46,60,0.0,1.0,20.0,13.0,11.0,45.0,5.0,563.0,,,,,karma-mocha,karma-mocha,https://avatars.githubusercontent.com/u/3284117?v=4,karma-runner,unknown,11.66,0.44,5,158.92,34,86,768,MIT,70595576.0,15141.0,3734.0,29,1,0,30,23,5,2.0.1,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0,4,27,80,17
prop-types,39494362.0,9519.0,1580.0,2017-04-08T00:50:30Z,2024-10-22T11:25:50Z,4484,53,4484,9021,7.55,0.0,0,1.2,46,60,0.0,1.0,20.0,13.0,11.0,45.0,5.0,563.0,,,,,mock-fs,mock-fs,https://avatars.githubusercontent.com/u/41094?v=4,tschaub,unknown,10.96,0.03,0,10.85,38,67,1823,MIT,35342078.0,4192.0,1101.0,6,0,0,6,85,1,5.4.0,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.0,0,0,0,0,0
prop-types,39494362.0,9519.0,1580.0,2017-04-08T00:50:30Z,2024-10-22T11:25:50Z,4484,53,4484,9021,7.55,0.0,0,1.2,46,60,0.0,1.0,20.0,13.0,11.0,45.0,5.0,563.0,,,,,eslint-config-tschaub,eslint-config-tschaub,https://avatars.githubusercontent.com/u/41094?v=4,tschaub,unknown,9.34,2.7,32,986.02,3,0,3,MIT,32631142.0,3597.0,839.0,6,6,0,12,22,1,14.1.2,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0,0,1,2,0
prop-types,39494362.0,9519.0,1580.0,2017-04-08T00:50:30Z,2024-10-22T11:25:50Z,4484,53,4484,9021,7.55,0.0,0,1.2,46,60,0.0,1.0,20.0,13.0,11.0,45.0,5.0,563.0,,,,,prop-types,prop-types,https://avatars.githubusercontent.com/u/69631?v=4,facebook,United States(California),7.55,0.0,0,1.2,46,60,9021,MIT,39494362.0,9519.0,1580.0,10,3,0,13,24,3,15.8.1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0,1,20,13,11
gulp-karma,11274419.0,3900.0,1133.0,2013-12-13T02:58:38Z,2023-01-28T08:42:54Z,75,8,75,158,10.87,1.74,21,634.25,4,6,0.0,2.0,4.0,18.0,7.0,31.0,100.0,14.0,,,,,brick-boilerplate,brick-boilerplate,https://avatars.githubusercontent.com/u/131524?v=4,Mozilla,United States(California),10.46,0.03,0,12.1,1,3,16,ISC,38289313.0,7091.0,2336.0,15,0,0,15,1,1,0.0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,3,7,44,14
gulp-karma,11274419.0,3900.0,1133.0,2013-12-13T02:58:38Z,2023-01-28T08:42:54Z,75,8,75,158,10.87,1.74,21,634.25,4,6,0.0,2.0,4.0,18.0,7.0,31.0,100.0,14.0,,,,,gulp-karma,gulp-karma,https://avatars.githubusercontent.com/u/201344?v=4,lazd,United States(California),10.87,1.74,21,634.25,4,6,158,MIT,11274419.0,3900.0,1133.0,2,4,0,6,5,1,0.0.5,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0,2,4,18,7
@babel/eslint-parser,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.0,417,782,,,,,,,,,,,,,brick-boilerplate,brick-boilerplate,https://avatars.githubusercontent.com/u/131524?v=4,Mozilla,United States(California),10.46,0.03,0,12.1,1,3,16,ISC,38289313.0,7091.0,2336.0,15,0,0,15,1,1,0.0.0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,3,7,44,14
@babel/eslint-parser,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.0,417,782,,,,,,,,,,,,,karma,karma,https://avatars.githubusercontent.com/u/3284117?v=4,karma-runner,unknown,13.04,0.01,0,2.47,340,379,24233,MIT,396432213.0,16410.0,3625.0,39,24,0,63,213,5,6.4.4,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2850.0,0,5,21,31,7
@babel/eslint-parser,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.0,417,782,,,,,,,,,,,,,karma-mocha,karma-mocha,https://avatars.githubusercontent.com/u/3284117?v=4,karma-runner,unknown,11.66,0.44,5,158.92,34,86,768,MIT,70595576.0,15141.0,3734.0,29,1,0,30,23,5,2.0.1,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0,4,27,80,17
@babel/eslint-parser,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.0,417,782,,,,,,,,,,,,,mock-fs,mock-fs,https://avatars.githubusercontent.com/u/41094?v=4,tschaub,unknown,10.96,0.03,0,10.85,38,67,1823,MIT,35342078.0,4192.0,1101.0,6,0,0,6,85,1,5.4.0,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.0,0,0,0,0,0
@babel/eslint-parser,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.0,417,782,,,,,,,,,,,,,eslint-config-tschaub,eslint-config-tschaub,https://avatars.githubusercontent.com/u/41094?v=4,tschaub,unknown,9.34,2.7,32,986.02,3,0,3,MIT,32631142.0,3597.0,839.0,6,6,0,12,22,1,14.1.2,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0,0,1,2,0
@babel/eslint-parser,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.0,417,782,,,,,,,,,,,,,eslint-config-prettier,eslint-config-prettier,https://avatars.githubusercontent.com/u/25822731?v=4,prettier,unknown,7.74,0.0,0,0.1,34,12,10943,MIT,115858400.0,12841.0,3112.0,25,0,0,25,72,3,9.1.0,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,0,0,1,1,0
@babel/eslint-parser,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.0,417,782,,,,,,,,,,,,,eslint-plugin-flowtype,eslint-plugin-flowtype,https://avatars.githubusercontent.com/u/973543?v=4,gajus,United Kingdom,8.7,0.01,0,2.28,70,40,2164,BSD-3-Clause,164566156.0,28293.0,5501.0,21,2,0,23,185,1,8.0.3,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0,0,0,15,15,4
@babel/eslint-parser,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.0,417,782,,,,,,,,,,,,,@babel/eslint-parser,@babel/eslint-parser,https://avatars.githubusercontent.com/u/9637642?v=4,babel,Canada,10.08,0.0,0,0.0,417,782,87258,MIT,39989504.0,31209.0,564.0,0,0,0,0,72,4,7.25.9,2,2,0,,,,,,,,,0,0,0,0,0
@babel/eslint-plugin,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.0,417,782,,,,,,,,,,,,,brick-boilerplate,brick-boilerplate,https://avatars.githubusercontent.com/u/131524?v=4,Mozilla,United States(California),10.46,0.03,0,12.1,1,3,16,ISC,38289313.0,7091.0,2336.0,15,0,0,15,1,1,0.0.0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,3,7,44,14
@babel/eslint-plugin,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.0,417,782,,,,,,,,,,,,,karma,karma,https://avatars.githubusercontent.com/u/3284117?v=4,karma-runner,unknown,13.04,0.01,0,2.47,340,379,24233,MIT,396432213.0,16410.0,3625.0,39,24,0,63,213,5,6.4.4,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2850.0,0,5,21,31,7
@babel/eslint-plugin,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.0,417,782,,,,,,,,,,,,,karma-mocha,karma-mocha,https://avatars.githubusercontent.com/u/3284117?v=4,karma-runner,unknown,11.66,0.44,5,158.92,34,86,768,MIT,70595576.0,15141.0,3734.0,29,1,0,30,23,5,2.0.1,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0,4,27,80,17
@babel/eslint-plugin,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.0,417,782,,,,,,,,,,,,,mock-fs,mock-fs,https://avatars.githubusercontent.com/u/41094?v=4,tschaub,unknown,10.96,0.03,0,10.85,38,67,1823,MIT,35342078.0,4192.0,1101.0,6,0,0,6,85,1,5.4.0,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.0,0,0,0,0,0
@babel/eslint-plugin,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.0,417,782,,,,,,,,,,,,,eslint-config-tschaub,eslint-config-tschaub,https://avatars.githubusercontent.com/u/41094?v=4,tschaub,unknown,9.34,2.7,32,986.02,3,0,3,MIT,32631142.0,3597.0,839.0,6,6,0,12,22,1,14.1.2,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0,0,1,2,0
@babel/eslint-plugin,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.0,417,782,,,,,,,,,,,,,eslint-config-prettier,eslint-config-prettier,https://avatars.githubusercontent.com/u/25822731?v=4,prettier,unknown,7.74,0.0,0,0.1,34,12,10943,MIT,115858400.0,12841.0,3112.0,25,0,0,25,72,3,9.1.0,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,0,0,1,1,0
@babel/eslint-plugin,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.0,417,782,,,,,,,,,,,,,@babel/eslint-plugin,@babel/eslint-plugin,https://avatars.githubusercontent.com/u/9637642?v=4,babel,Canada,10.08,0.0,0,0.0,417,782,87258,MIT,39989504.0,31209.0,564.0,0,0,0,0,42,4,7.25.9,1,1,0,,,,,,,,,0,0,0,0,0
@babel/plugin-syntax-flow,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.01,417,782,,,,,,,,,,,,,brick-boilerplate,brick-boilerplate,https://avatars.githubusercontent.com/u/131524?v=4,Mozilla,United States(California),10.46,0.03,0,12.1,1,3,16,ISC,38289313.0,7091.0,2336.0,15,0,0,15,1,1,0.0.0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,3,7,44,14
@babel/plugin-syntax-flow,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.01,417,782,,,,,,,,,,,,,karma,karma,https://avatars.githubusercontent.com/u/3284117?v=4,karma-runner,unknown,13.04,0.01,0,2.47,340,379,24233,MIT,396432213.0,16410.0,3625.0,39,24,0,63,213,5,6.4.4,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2850.0,0,5,21,31,7
@babel/plugin-syntax-flow,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.01,417,782,,,,,,,,,,,,,karma-mocha,karma-mocha,https://avatars.githubusercontent.com/u/3284117?v=4,karma-runner,unknown,11.66,0.44,5,158.92,34,86,768,MIT,70595576.0,15141.0,3734.0,29,1,0,30,23,5,2.0.1,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0,4,27,80,17
@babel/plugin-syntax-flow,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.01,417,782,,,,,,,,,,,,,mock-fs,mock-fs,https://avatars.githubusercontent.com/u/41094?v=4,tschaub,unknown,10.96,0.03,0,10.85,38,67,1823,MIT,35342078.0,4192.0,1101.0,6,0,0,6,85,1,5.4.0,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.0,0,0,0,0,0
@babel/plugin-syntax-flow,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.01,417,782,,,,,,,,,,,,,eslint-config-tschaub,eslint-config-tschaub,https://avatars.githubusercontent.com/u/41094?v=4,tschaub,unknown,9.34,2.7,32,986.02,3,0,3,MIT,32631142.0,3597.0,839.0,6,6,0,12,22,1,14.1.2,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0,0,1,2,0
@babel/plugin-syntax-flow,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.01,417,782,,,,,,,,,,,,,eslint-config-prettier,eslint-config-prettier,https://avatars.githubusercontent.com/u/25822731?v=4,prettier,unknown,7.74,0.0,0,0.1,34,12,10943,MIT,115858400.0,12841.0,3112.0,25,0,0,25,72,3,9.1.0,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,0,0,1,1,0
@babel/plugin-syntax-flow,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.01,417,782,,,,,,,,,,,,,eslint-plugin-flowtype,eslint-plugin-flowtype,https://avatars.githubusercontent.com/u/973543?v=4,gajus,United Kingdom,8.7,0.01,0,2.28,70,40,2164,BSD-3-Clause,164566156.0,28293.0,5501.0,21,2,0,23,185,1,8.0.3,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0,0,0,15,15,4
@babel/plugin-syntax-flow,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.01,417,782,,,,,,,,,,,,,@babel/plugin-syntax-flow,@babel/plugin-syntax-flow,https://avatars.githubusercontent.com/u/9637642?v=4,babel,Canada,10.08,0.0,0,0.01,417,782,87258,MIT,39989504.0,31209.0,564.0,0,0,0,0,75,4,7.25.9,2,2,0,,,,,,,,,0,0,0,0,0
@babel/plugin-syntax-jsx,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.01,417,782,,,,,,,,,,,,,brick-boilerplate,brick-boilerplate,https://avatars.githubusercontent.com/u/131524?v=4,Mozilla,United States(California),10.46,0.03,0,12.1,1,3,16,ISC,38289313.0,7091.0,2336.0,15,0,0,15,1,1,0.0.0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,3,7,44,14
@babel/plugin-syntax-jsx,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.01,417,782,,,,,,,,,,,,,karma,karma,https://avatars.githubusercontent.com/u/3284117?v=4,karma-runner,unknown,13.04,0.01,0,2.47,340,379,24233,MIT,396432213.0,16410.0,3625.0,39,24,0,63,213,5,6.4.4,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2850.0,0,5,21,31,7
@babel/plugin-syntax-jsx,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.01,417,782,,,,,,,,,,,,,karma-mocha,karma-mocha,https://avatars.githubusercontent.com/u/3284117?v=4,karma-runner,unknown,11.66,0.44,5,158.92,34,86,768,MIT,70595576.0,15141.0,3734.0,29,1,0,30,23,5,2.0.1,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0,4,27,80,17
@babel/plugin-syntax-jsx,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.01,417,782,,,,,,,,,,,,,mock-fs,mock-fs,https://avatars.githubusercontent.com/u/41094?v=4,tschaub,unknown,10.96,0.03,0,10.85,38,67,1823,MIT,35342078.0,4192.0,1101.0,6,0,0,6,85,1,5.4.0,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.0,0,0,0,0,0
@babel/plugin-syntax-jsx,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.01,417,782,,,,,,,,,,,,,eslint-config-tschaub,eslint-config-tschaub,https://avatars.githubusercontent.com/u/41094?v=4,tschaub,unknown,9.34,2.7,32,986.02,3,0,3,MIT,32631142.0,3597.0,839.0,6,6,0,12,22,1,14.1.2,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0,0,1,2,0
@babel/plugin-syntax-jsx,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.01,417,782,,,,,,,,,,,,,eslint-config-prettier,eslint-config-prettier,https://avatars.githubusercontent.com/u/25822731?v=4,prettier,unknown,7.74,0.0,0,0.1,34,12,10943,MIT,115858400.0,12841.0,3112.0,25,0,0,25,72,3,9.1.0,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,0,0,1,1,0
@babel/plugin-syntax-jsx,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.01,417,782,,,,,,,,,,,,,eslint-plugin-flowtype,eslint-plugin-flowtype,https://avatars.githubusercontent.com/u/973543?v=4,gajus,United Kingdom,8.7,0.01,0,2.28,70,40,2164,BSD-3-Clause,164566156.0,28293.0,5501.0,21,2,0,23,185,1,8.0.3,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0,0,0,15,15,4
@babel/plugin-syntax-jsx,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.01,417,782,,,,,,,,,,,,,@babel/plugin-syntax-jsx,@babel/plugin-syntax-jsx,https://avatars.githubusercontent.com/u/9637642?v=4,babel,Canada,10.08,0.0,0,0.01,417,782,87258,MIT,39989504.0,31209.0,564.0,0,0,0,0,74,4,7.25.9,2,2,0,,,,,,,,,0,0,0,0,0
@babel/plugin-transform-react-jsx,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.01,417,782,,,,,,,,,,,,,brick-boilerplate,brick-boilerplate,https://avatars.githubusercontent.com/u/131524?v=4,Mozilla,United States(California),10.46,0.03,0,12.1,1,3,16,ISC,38289313.0,7091.0,2336.0,15,0,0,15,1,1,0.0.0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,3,7,44,14
@babel/plugin-transform-react-jsx,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.01,417,782,,,,,,,,,,,,,karma,karma,https://avatars.githubusercontent.com/u/3284117?v=4,karma-runner,unknown,13.04,0.01,0,2.47,340,379,24233,MIT,396432213.0,16410.0,3625.0,39,24,0,63,213,5,6.4.4,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2850.0,0,5,21,31,7
@babel/plugin-transform-react-jsx,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.01,417,782,,,,,,,,,,,,,karma-mocha,karma-mocha,https://avatars.githubusercontent.com/u/3284117?v=4,karma-runner,unknown,11.66,0.44,5,158.92,34,86,768,MIT,70595576.0,15141.0,3734.0,29,1,0,30,23,5,2.0.1,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0,4,27,80,17
@babel/plugin-transform-react-jsx,39989504.0,31209.0,564.0,2014-09-28T13:38:23Z,2024-10-23T16:13:01Z,43226,806,43226,87258,10.08,0.0,0,0.01,417,782,,,,,,,,,,,,,mock-fs,mock-fs,https://avatars.githubusercontent.com/u/41094?v=4,tschaub,unknown,10.96,0.03,0,10.85,38,67,1823,MIT,35342078.0,4192.0,1101.0,6,0,0,6,85,1,5.4.0,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.0,0,0,0,0,0
